date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:34:49	13831/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:34:46%20GMT	http://bertrandmasson.free.fr/index.php?article21/babel-frenchb-ou-comment-ecrire-en-francais	bertrandmasson.free.fr/index9412.html	(from http://bertrandmasson.free.fr/index.php?archives/2009)
20:35:24	13095/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:35:20%20GMT	http://bertrandmasson.free.fr/index.php?article20/comment-modifier-les-titres-predefinis-par-latex	bertrandmasson.free.fr/index56eb.html	(from http://bertrandmasson.free.fr/index.php?archives/2009)
20:35:27	15824/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:35:23%20GMT	http://bertrandmasson.free.fr/index.php?archives/2009/page4	bertrandmasson.free.fr/index39c0.html	(from http://bertrandmasson.free.fr/index.php?archives/2009)
20:35:27	20526/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:35:23%20GMT	http://bertrandmasson.free.fr/index.php?archives/2009/page2	bertrandmasson.free.fr/index5c3e.html	(from http://bertrandmasson.free.fr/index.php?archives/2009)
20:35:28	1081/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:35:27%20GMT	http://bertrandmasson.free.fr/core/admin/auth.php?p=/core/admin/	bertrandmasson.free.fr/core/admin/authab82.html	(from http://bertrandmasson.free.fr/core/admin/)
20:35:30	2878/2878	---M--	200	added ('OK')	application/download	date:Sun,%2008%20Sep%202019%2018:35:28%20GMT	http://bertrandmasson.free.fr/index.php?telechargement/Li4vLi4vZGF0YS9kb2N1bWVudHMvbGF0ZXgvbWlzZS1lbi1wYWdlLnRleCpkMTc3Y2M,	bertrandmasson.free.fr/mise-en-page07ba.tex	(from http://bertrandmasson.free.fr/index.php?article30/eh-non-mlle-michu-les-beaux-documents-ne-sont-pas-reserves-uniquement-aux-geeks)
20:35:32	8423/-1	---M--	200	added ('OK')	text/xml	date:Sun,%2008%20Sep%202019%2018:35:29%20GMT	http://bertrandmasson.free.fr/feed.php?atom/commentaires/article30	bertrandmasson.free.fr/feede4aa.php	(from http://bertrandmasson.free.fr/index.php?article30/eh-non-mlle-michu-les-beaux-documents-ne-sont-pas-reserves-uniquement-aux-geeks)
20:35:33	336/-1	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Sun,%2008%20Sep%202019%2018:35:32%20GMT	http://bertrandmasson.free.fr/index.php?telechargement/Li4vLi4vZGF0YS9kb2N1bWVudHMvbGF0ZXgvcHJlbWllclJhcHBvcnQucGRmKmFiNzEzMQ,,	bertrandmasson.free.fr/premierRapportc6e9.pdf	(from http://bertrandmasson.free.fr/index.php?categorie3/latex)
20:35:34	41528/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:35:27%20GMT	http://bertrandmasson.free.fr/index.php?article30/	bertrandmasson.free.fr/index47e2.html	(from http://bertrandmasson.free.fr/index.php?article30/eh-non-mlle-michu-les-beaux-documents-ne-sont-pas-reserves-uniquement-aux-geeks)
20:35:36	12400/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:35:33%20GMT	http://bertrandmasson.free.fr/index.php?article26/latex-et-les-flottants	bertrandmasson.free.fr/index859d.html	(from http://bertrandmasson.free.fr/index.php?categorie3/latex/page2)
20:35:39	22613/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:35:34%20GMT	http://bertrandmasson.free.fr/index.php?categorie3/latex/page1	bertrandmasson.free.fr/index461e.html	(from http://bertrandmasson.free.fr/index.php?categorie3/latex/page2)
20:35:40	21666/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:35:35%20GMT	http://bertrandmasson.free.fr/index.php?categorie3/latex/page3	bertrandmasson.free.fr/index34fe.html	(from http://bertrandmasson.free.fr/index.php?categorie3/latex/page2)
